Vendedor,País,Produto,Data,Valor,Caixas Enviadas,Valor_por_Caixa,Ano,Mes
Barr Faughny,USA,White Choc,2023-05-05,7900.52,175,45.145828571428574,2023,5
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85,41.773647058823535,2023,3
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136,75.59933823529411,2023,2
Curtice Advani,New Zealand,85% Dark Bars,2023-05-12,5936.81,180,32.98227777777778,2023,5
Barr Faughny,New Zealand,Smooth Sliky Salty,2023-01-25,4552.15,172,26.465988372093022,2023,1
Ches Bonnell,UK,85% Dark Bars,2023-06-28,15944.86,11,1449.5327272727272,2023,6
Dennison Crosswaite,Australia,Drinking Coco,2023-07-13,7722.58,188,41.077553191489365,2023,7
Roddy Speechley,USA,Milk Bars,2023-05-16,3105.38,268,11.58723880597015,2023,5
Jan Morforth,India,After Nines,2023-03-14,6994.35,179,39.074581005586595,2023,3
Gunar Cockshoot,USA,After Nines,2023-08-15,4264.49,252,16.922579365079365,2023,8
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271,4.48450184501845,2023,2
Mallorie Waber,UK,Manuka Honey Choco,2023-06-15,8519.37,45,189.31933333333336,2023,6
Barr Faughny,Australia,Raspberry Choco,2023-05-27,9810.95,105,93.43761904761905,2023,5
Wilone O'Kielt,USA,Drinking Coco,2023-06-14,1065.63,107,9.959158878504674,2023,6
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80,48.683499999999995,2023,2
Wilone O'Kielt,India,After Nines,2023-08-04,12194.27,252,48.38996031746032,2023,8
Kelci Walkden,India,99% Dark & Pure,2023-06-28,2455.13,236,10.403093220338983,2023,6
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,14887.76,12,1240.6466666666668,2023,4
Madelene Upcott,Canada,Peanut Butter Cubes,2023-07-05,15276.46,121,126.25173553719007,2023,7
Kaine Padly,New Zealand,Eclairs,2023-01-20,13520.48,47,287.66978723404253,2023,1
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127,72.40574803149607,2023,2
Curtice Advani,UK,Drinking Coco,2023-07-12,460.98,182,2.532857142857143,2023,7
Kelci Walkden,India,Raspberry Choco,2023-06-16,8216.56,257,31.971050583657586,2023,6
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277,6.727581227436823,2023,4
Kaine Padly,UK,50% Dark Bites,2023-02-21,3283.0,72,45.59722222222222,2023,2
Roddy Speechley,Canada,Choco Coated Almonds,2023-05-11,5967.18,247,24.158623481781376,2023,5
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334,36.17814371257485,2023,4
Oby Sorrel,Canada,Peanut Butter Cubes,2023-06-07,12397.06,179,69.25731843575419,2023,6
Oby Sorrel,UK,White Choc,2023-06-27,1746.01,280,6.23575,2023,6
Barr Faughny,India,After Nines,2023-07-29,9021.65,104,86.74663461538461,2023,7
Wilone O'Kielt,Canada,Smooth Sliky Salty,2023-06-02,5263.45,165,31.89969696969697,2023,6
Rafaelita Blaksland,India,Mint Chip Choco,2023-01-26,15473.0,91,170.03296703296704,2023,1
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,5566.57,140,39.76121428571428,2023,3
Van Tuxwell,Australia,70% Dark Bites,2023-01-10,8111.43,111,73.07594594594595,2023,1
Beverie Moffet,USA,70% Dark Bites,2023-06-27,2341.8,117,20.015384615384615,2023,6
Barr Faughny,Canada,Orange Choco,2023-06-30,8650.42,19,455.28526315789475,2023,6
Roddy Speechley,Australia,85% Dark Bars,2023-07-08,4444.72,77,57.723636363636366,2023,7
Oby Sorrel,India,Spicy Special Slims,2023-06-08,12531.37,86,145.7136046511628,2023,6
Jan Morforth,UK,Manuka Honey Choco,2023-08-18,3558.89,231,15.406450216450216,2023,8
Kaine Padly,Australia,After Nines,2023-04-08,7889.9,300,26.299666666666667,2023,4
Wilone O'Kielt,Canada,Fruit & Nut Bars,2023-08-08,3589.18,176,20.39306818181818,2023,8
Wilone O'Kielt,UK,Milk Bars,2023-08-26,305.39,62,4.925645161290323,2023,8
Oby Sorrel,Canada,Fruit & Nut Bars,2023-01-14,1896.64,161,11.780372670807454,2023,1
Dennison Crosswaite,USA,Baker's Choco Chips,2023-08-11,18494.72,298,62.06281879194631,2023,8
Madelene Upcott,USA,Almond Choco,2023-05-31,11103.47,24,462.6445833333333,2023,5
Van Tuxwell,New Zealand,50% Dark Bites,2023-07-11,4162.28,11,378.3890909090909,2023,7
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2023-03-02,3357.3,308,10.900324675324676,2023,3
Madelene Upcott,Australia,Raspberry Choco,2023-07-13,7033.52,94,74.82468085106383,2023,7
Rafaelita Blaksland,UK,Spicy Special Slims,2023-08-03,9896.8,143,69.20839160839161,2023,8
Curtice Advani,UK,Peanut Butter Cubes,2023-03-01,15653.44,175,89.44822857142857,2023,3
Kelci Walkden,New Zealand,White Choc,2023-04-13,7899.31,148,53.373716216216216,2023,4
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,10644.74,172,61.888023255813955,2023,2
Mallorie Waber,India,White Choc,2023-07-26,872.83,224,3.8965625000000004,2023,7
Brien Boise,UK,Drinking Coco,2023-01-27,6337.94,128,49.51515625,2023,1
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,31.15,451,0.06906873614190687,2023,4
Oby Sorrel,USA,Almond Choco,2023-05-19,7107.55,142,50.05316901408451,2023,5
Husein Augar,India,Eclairs,2023-02-09,5465.85,56,97.60446428571429,2023,2
Brien Boise,UK,Spicy Special Slims,2023-05-25,2462.14,60,41.035666666666664,2023,5
Oby Sorrel,Australia,Manuka Honey Choco,2023-01-26,4194.44,80,52.430499999999995,2023,1
Beverie Moffet,India,White Choc,2023-07-04,1994.44,299,6.670367892976588,2023,7
Ches Bonnell,India,Almond Choco,2023-04-13,12124.05,80,151.550625,2023,4
Gigi Bohling,Australia,Smooth Sliky Salty,2023-01-25,5884.09,117,50.29136752136752,2023,1
Camilla Castle,USA,85% Dark Bars,2023-04-25,2639.16,80,32.9895,2023,4
Camilla Castle,USA,Eclairs,2023-06-10,5031.4,401,12.54713216957606,2023,6
Madelene Upcott,New Zealand,White Choc,2023-08-22,11510.71,56,205.54839285714283,2023,8
Van Tuxwell,India,After Nines,2023-06-27,15021.98,211,71.19421800947867,2023,6
Husein Augar,India,Orange Choco,2023-06-30,4517.19,40,112.92974999999998,2023,6
Jehu Rudeforth,India,Almond Choco,2023-08-30,10778.53,99,108.87404040404041,2023,8
Karlen McCaffrey,Australia,Raspberry Choco,2023-08-23,1145.72,60,19.095333333333333,2023,8
Camilla Castle,New Zealand,99% Dark & Pure,2023-08-26,2518.5,45,55.96666666666667,2023,8
Gigi Bohling,Australia,Orange Choco,2023-03-09,596.63,158,3.776139240506329,2023,3
Kelci Walkden,UK,Drinking Coco,2023-04-20,1858.71,24,77.44625,2023,4
Mallorie Waber,Canada,Caramel Stuffed Bars,2023-06-10,5194.28,547,9.495941499085923,2023,6
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,960.69,155,6.198,2023,2
Brien Boise,Australia,White Choc,2023-08-25,5347.12,23,232.48347826086956,2023,8
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,9805.11,76,129.0146052631579,2023,2
Dennison Crosswaite,UK,99% Dark & Pure,2023-05-30,13205.42,26,507.90076923076924,2023,5
Gigi Bohling,New Zealand,50% Dark Bites,2023-06-29,5929.2,65,91.21846153846154,2023,6
Gigi Bohling,USA,Milk Bars,2023-06-16,516.92,141,3.6660992907801417,2023,6
Brien Boise,UK,Caramel Stuffed Bars,2023-03-04,2882.76,145,19.881103448275862,2023,3
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,1637.72,454,3.6073127753303966,2023,3
Curtice Advani,New Zealand,50% Dark Bites,2023-01-27,10791.46,88,122.63022727272727,2023,1
Beverie Moffet,Canada,Drinking Coco,2023-07-05,1093.46,115,9.508347826086958,2023,7
Barr Faughny,USA,Caramel Stuffed Bars,2023-03-29,3407.61,316,10.783575949367089,2023,3
Mallorie Waber,Canada,Almond Choco,2023-05-12,4753.93,37,128.4845945945946,2023,5
Oby Sorrel,USA,Drinking Coco,2023-03-11,8280.62,47,176.18340425531918,2023,3
Brien Boise,New Zealand,Eclairs,2023-07-11,4981.78,299,16.661471571906354,2023,7
Gunar Cockshoot,New Zealand,Choco Coated Almonds,2023-08-01,13998.33,60,233.3055,2023,8
Gunar Cockshoot,UK,Spicy Special Slims,2023-02-16,13105.65,199,65.8575376884422,2023,2
Curtice Advani,USA,After Nines,2023-04-13,15728.81,256,61.4406640625,2023,4
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,53.85,399,0.1349624060150376,2023,2
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,10857.23,73,148.72917808219177,2023,3
Oby Sorrel,Australia,Spicy Special Slims,2023-04-26,12412.53,25,496.50120000000004,2023,4
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-04-05,3669.15,209,17.55574162679426,2023,4
Camilla Castle,Canada,Drinking Coco,2023-03-03,13555.26,279,48.58516129032258,2023,3
Kaine Padly,USA,Spicy Special Slims,2023-06-13,2333.84,171,13.648187134502924,2023,6
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,8973.05,360,24.92513888888889,2023,2
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,8610.38,188,45.799893617021276,2023,4
Oby Sorrel,New Zealand,85% Dark Bars,2023-02-01,3432.3,452,7.59358407079646,2023,2
Dotty Strutley,New Zealand,Orange Choco,2023-08-04,2283.39,155,14.731548387096773,2023,8
Andria Kimpton,New Zealand,Almond Choco,2023-04-05,7190.49,165,43.57872727272727,2023,4
Karlen McCaffrey,Australia,99% Dark & Pure,2023-01-26,11303.07,166,68.09078313253012,2023,1
Kaine Padly,UK,After Nines,2023-01-21,18911.49,171,110.59350877192983,2023,1
Kaine Padly,Canada,After Nines,2023-08-22,6233.02,178,35.01696629213483,2023,8
Kaine Padly,UK,Drinking Coco,2023-01-27,2334.5,233,10.01931330472103,2023,1
Rafaelita Blaksland,UK,50% Dark Bites,2023-02-16,11099.73,73,152.05109589041095,2023,2
Dotty Strutley,USA,Raspberry Choco,2023-01-03,3590.55,47,76.39468085106384,2023,1
Karlen McCaffrey,USA,White Choc,2023-08-24,5209.4,2,2604.7,2023,8
Oby Sorrel,USA,Spicy Special Slims,2023-02-07,6315.14,398,15.867185929648242,2023,2
Mallorie Waber,Australia,Smooth Sliky Salty,2023-02-11,4454.71,117,38.074444444444445,2023,2
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,6078.71,78,77.93217948717948,2023,3
Marney O'Breen,USA,Peanut Butter Cubes,2023-06-15,695.96,363,1.917245179063361,2023,6
Dennison Crosswaite,UK,Smooth Sliky Salty,2023-04-26,563.76,151,3.7335099337748345,2023,4
Brien Boise,Australia,Organic Choco Syrup,2023-07-15,4479.69,261,17.163563218390802,2023,7
Beverie Moffet,India,Organic Choco Syrup,2023-06-23,1093.72,22,49.71454545454546,2023,6
Dennison Crosswaite,Australia,Baker's Choco Chips,2023-01-11,15870.43,449,35.34616926503341,2023,1
Beverie Moffet,UK,50% Dark Bites,2023-02-09,2529.82,297,8.517912457912459,2023,2
Van Tuxwell,UK,Almond Choco,2023-06-06,11258.39,217,51.88198156682027,2023,6
Dotty Strutley,UK,Caramel Stuffed Bars,2023-08-10,6180.45,230,26.871521739130433,2023,8
Wilone O'Kielt,Australia,Smooth Sliky Salty,2023-01-04,2496.06,45,55.467999999999996,2023,1
Andria Kimpton,Canada,70% Dark Bites,2023-04-08,10964.29,16,685.268125,2023,4
Barr Faughny,UK,Milk Bars,2023-03-02,4012.51,409,9.810537897310514,2023,3
Van Tuxwell,Canada,Drinking Coco,2023-06-15,4919.25,746,6.59416890080429,2023,6
Jehu Rudeforth,Australia,After Nines,2023-02-14,5602.02,51,109.84352941176472,2023,2
Husein Augar,UK,After Nines,2023-07-05,3563.87,372,9.580295698924731,2023,7
Barr Faughny,India,Mint Chip Choco,2023-01-12,8313.09,493,16.862251521298173,2023,1
Curtice Advani,India,Mint Chip Choco,2023-03-03,8447.48,96,87.99458333333332,2023,3
Jehu Rudeforth,New Zealand,Milk Bars,2023-05-18,2646.23,198,13.364797979797979,2023,5
Gunar Cockshoot,India,Caramel Stuffed Bars,2023-07-28,2706.83,198,13.670858585858586,2023,7
Curtice Advani,UK,Manuka Honey Choco,2023-02-07,1710.48,108,15.837777777777777,2023,2
Andria Kimpton,India,Orange Choco,2023-05-30,318.19,417,0.7630455635491606,2023,5
Mallorie Waber,Australia,Raspberry Choco,2023-04-25,9479.65,26,364.6019230769231,2023,4
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,6393.2,44,145.29999999999998,2023,2
Kelci Walkden,Australia,Drinking Coco,2023-05-04,1355.65,60,22.59416666666667,2023,5
Van Tuxwell,Canada,70% Dark Bites,2023-06-02,7911.23,74,106.90851351351351,2023,6
Dennison Crosswaite,USA,Caramel Stuffed Bars,2023-07-11,2583.03,501,5.155748502994013,2023,7
Beverie Moffet,New Zealand,Spicy Special Slims,2023-06-07,66.13,65,1.0173846153846153,2023,6
Jan Morforth,UK,Almond Choco,2023-07-06,10668.69,150,71.1246,2023,7
Husein Augar,India,Raspberry Choco,2023-06-15,10994.3,152,72.33092105263158,2023,6
Dotty Strutley,India,Mint Chip Choco,2023-04-14,1259.61,227,5.548942731277533,2023,4
Camilla Castle,India,Drinking Coco,2023-08-08,492.13,164,3.0007926829268294,2023,8
Marney O'Breen,UK,Drinking Coco,2023-03-29,1016.77,28,36.31321428571429,2023,3
Roddy Speechley,Australia,Organic Choco Syrup,2023-07-04,4111.42,81,50.75827160493827,2023,7
Ches Bonnell,India,99% Dark & Pure,2023-02-16,503.97,105,4.799714285714286,2023,2
Rafaelita Blaksland,Canada,Spicy Special Slims,2023-05-02,2883.71,163,17.691472392638037,2023,5
Van Tuxwell,India,Eclairs,2023-07-21,11861.89,105,112.97038095238095,2023,7
Gunar Cockshoot,Australia,99% Dark & Pure,2023-08-18,8564.73,237,36.13810126582278,2023,8
Kaine Padly,USA,85% Dark Bars,2023-06-22,538.03,271,1.985350553505535,2023,6
Camilla Castle,UK,Peanut Butter Cubes,2023-07-19,5231.88,125,41.85504,2023,7
Madelene Upcott,UK,Peanut Butter Cubes,2023-08-12,7916.13,84,94.23964285714285,2023,8
Madelene Upcott,USA,Choco Coated Almonds,2023-06-07,6016.32,143,42.07216783216783,2023,6
Marney O'Breen,Canada,Peanut Butter Cubes,2023-03-08,7504.86,97,77.36969072164948,2023,3
Ches Bonnell,Australia,Choco Coated Almonds,2023-04-08,1590.98,182,8.741648351648351,2023,4
Curtice Advani,Canada,Eclairs,2023-05-06,740.07,205,3.61009756097561,2023,5
Roddy Speechley,India,Drinking Coco,2023-05-31,4591.11,11,417.3736363636363,2023,5
Van Tuxwell,Australia,Mint Chip Choco,2023-01-13,2686.51,324,8.291697530864198,2023,1
Dennison Crosswaite,USA,70% Dark Bites,2023-03-15,735.48,77,9.551688311688311,2023,3
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,1160.54,311,3.7316398713826366,2023,2
Gigi Bohling,USA,70% Dark Bites,2023-01-14,8078.15,189,42.74153439153439,2023,1
Rafaelita Blaksland,Australia,White Choc,2023-03-21,7467.74,111,67.27693693693693,2023,3
Roddy Speechley,Canada,Drinking Coco,2023-05-17,7588.41,342,22.188333333333333,2023,5
Camilla Castle,New Zealand,85% Dark Bars,2023-08-08,15372.54,57,269.6936842105263,2023,8
Madelene Upcott,Canada,Milk Bars,2023-04-26,3907.5,86,45.43604651162791,2023,4
Madelene Upcott,Australia,70% Dark Bites,2023-04-15,3740.76,255,14.66964705882353,2023,4
Oby Sorrel,Canada,Eclairs,2023-05-19,6211.75,561,11.072638146167558,2023,5
Dennison Crosswaite,Canada,Drinking Coco,2023-01-10,2924.46,25,116.97840000000001,2023,1
Mallorie Waber,New Zealand,After Nines,2023-05-04,501.79,241,2.082116182572614,2023,5
Roddy Speechley,Canada,White Choc,2023-04-05,6594.09,270,24.422555555555554,2023,4
Andria Kimpton,India,After Nines,2023-01-17,960.68,71,13.530704225352112,2023,1
Roddy Speechley,India,Spicy Special Slims,2023-03-22,11370.32,170,66.88423529411764,2023,3
Dotty Strutley,Australia,White Choc,2023-07-05,6067.94,94,64.55255319148935,2023,7
Oby Sorrel,Canada,Orange Choco,2023-04-27,8909.75,355,25.097887323943663,2023,4
Kaine Padly,Canada,Almond Choco,2023-08-12,6865.35,75,91.53800000000001,2023,8
Jan Morforth,UK,Baker's Choco Chips,2023-03-11,805.23,259,3.108996138996139,2023,3
Jehu Rudeforth,UK,Fruit & Nut Bars,2023-05-13,9851.62,221,44.57746606334842,2023,5
Dennison Crosswaite,USA,Smooth Sliky Salty,2023-05-12,11823.35,90,131.37055555555557,2023,5
Brien Boise,USA,Raspberry Choco,2023-01-12,683.63,202,3.3843069306930693,2023,1
Madelene Upcott,New Zealand,Milk Bars,2023-03-29,14002.42,388,36.08871134020619,2023,3
Roddy Speechley,India,50% Dark Bites,2023-03-14,8744.95,12,728.7458333333334,2023,3
Barr Faughny,New Zealand,99% Dark & Pure,2023-05-24,9294.14,201,46.239502487562184,2023,5
Dennison Crosswaite,Canada,Organic Choco Syrup,2023-01-28,8831.89,79,111.79607594936708,2023,1
Beverie Moffet,India,Almond Choco,2023-05-24,3474.98,104,33.41326923076923,2023,5
Brien Boise,Australia,Peanut Butter Cubes,2023-08-19,311.61,204,1.5275,2023,8
Karlen McCaffrey,Australia,Spicy Special Slims,2023-05-17,4791.2,335,14.302089552238806,2023,5
Jehu Rudeforth,USA,White Choc,2023-06-07,6646.33,117,56.80623931623931,2023,6
Ches Bonnell,Canada,Organic Choco Syrup,2023-07-26,593.63,229,2.5922707423580786,2023,7
Dotty Strutley,India,Eclairs,2023-07-28,2345.95,406,5.778201970443349,2023,7
Karlen McCaffrey,India,70% Dark Bites,2023-05-23,5083.07,368,13.812690217391303,2023,5
Jehu Rudeforth,UK,Mint Chip Choco,2024-01-04,6339.57,187,33.90144385026738,2024,1
Van Tuxwell,India,85% Dark Bars,2024-08-01,9005.87,90,100.06522222222223,2024,8
Gigi Bohling,India,Peanut Butter Cubes,2024-07-07,5159.07,87,59.29965517241379,2024,7
Jan Morforth,Australia,Peanut Butter Cubes,2024-04-27,13370.97,349,38.31223495702005,2024,4
Jehu Rudeforth,UK,Peanut Butter Cubes,2024-02-24,14791.64,182,81.27274725274725,2024,2
Van Tuxwell,India,Smooth Sliky Salty,2024-06-06,6429.35,40,160.73375000000001,2024,6
Oby Sorrel,UK,99% Dark & Pure,2024-01-25,15900.6,188,84.57765957446809,2024,1
Gunar Cockshoot,Australia,After Nines,2024-03-24,3400.26,77,44.15922077922078,2024,3
Jehu Rudeforth,New Zealand,50% Dark Bites,2024-04-20,4357.76,63,69.17079365079366,2024,4
Brien Boise,Australia,99% Dark & Pure,2024-07-04,3356.17,111,30.235765765765766,2024,7
Rafaelita Blaksland,UK,Smooth Sliky Salty,2024-01-13,5287.86,67,78.92328358208955,2024,1
Barr Faughny,USA,Orange Choco,2024-03-10,4244.36,11,385.85090909090906,2024,3
Mallorie Waber,Canada,Eclairs,2024-01-13,1671.64,277,6.034801444043322,2024,1
Karlen McCaffrey,New Zealand,Drinking Coco,2024-07-28,181.84,167,1.0888622754491017,2024,7
Marney O'Breen,New Zealand,Peanut Butter Cubes,2024-08-03,8950.59,189,47.357619047619046,2024,8
Beverie Moffet,Australia,Organic Choco Syrup,2024-01-26,7271.76,385,18.88768831168831,2024,1
Van Tuxwell,Canada,Organic Choco Syrup,2024-02-14,4864.83,42,115.82928571428572,2024,2
Roddy Speechley,USA,Smooth Sliky Salty,2024-04-05,3175.11,149,21.30946308724832,2024,4
Beverie Moffet,Canada,Milk Bars,2024-02-16,10137.79,250,40.55116,2024,2
Curtice Advani,UK,85% Dark Bars,2024-06-08,1206.95,174,6.936494252873564,2024,6
Brien Boise,Australia,Eclairs,2024-06-27,8222.65,92,89.3766304347826,2024,6
Gunar Cockshoot,USA,Spicy Special Slims,2024-02-17,1440.85,152,9.479276315789473,2024,2
Marney O'Breen,USA,After Nines,2024-05-30,5611.65,159,35.29339622641509,2024,5
Husein Augar,UK,Drinking Coco,2024-03-14,3562.44,111,32.094054054054055,2024,3
Kaine Padly,Australia,Eclairs,2024-02-28,8385.26,122,68.73163934426229,2024,2
Karlen McCaffrey,India,Fruit & Nut Bars,2024-01-26,181.31,330,0.5494242424242425,2024,1
Roddy Speechley,Canada,Spicy Special Slims,2024-02-09,1800.27,191,9.425497382198953,2024,2
Husein Augar,USA,Eclairs,2024-07-07,4449.37,113,39.37495575221239,2024,7
Dennison Crosswaite,New Zealand,White Choc,2024-07-05,10113.4,155,65.24774193548387,2024,7
Dennison Crosswaite,New Zealand,Manuka Honey Choco,2024-06-15,5932.84,303,19.5803300330033,2024,6
Van Tuxwell,New Zealand,85% Dark Bars,2024-05-24,2006.71,124,16.183145161290323,2024,5
Rafaelita Blaksland,UK,99% Dark & Pure,2024-06-29,14086.69,157,89.72414012738854,2024,6
Wilone O'Kielt,Australia,Manuka Honey Choco,2024-05-11,4799.54,90,53.32822222222222,2024,5
Karlen McCaffrey,UK,Almond Choco,2024-06-30,8101.98,138,58.709999999999994,2024,6
Andria Kimpton,Canada,After Nines,2024-05-11,2321.97,71,32.70380281690141,2024,5
Roddy Speechley,USA,Manuka Honey Choco,2024-07-22,10245.0,329,31.13981762917933,2024,7
Andria Kimpton,UK,50% Dark Bites,2024-08-24,2930.4,344,8.518604651162791,2024,8
Kelci Walkden,New Zealand,After Nines,2024-07-07,170.24,75,2.2698666666666667,2024,7
Camilla Castle,Australia,85% Dark Bars,2024-05-19,4247.49,14,303.39214285714286,2024,5
Karlen McCaffrey,India,Manuka Honey Choco,2024-07-04,2696.1,605,4.456363636363636,2024,7
Kelci Walkden,USA,After Nines,2024-06-02,1083.76,16,67.735,2024,6
Karlen McCaffrey,USA,Raspberry Choco,2024-04-15,17037.09,347,49.09824207492795,2024,4
Mallorie Waber,Canada,Choco Coated Almonds,2024-07-11,5706.43,247,23.102955465587044,2024,7
Andria Kimpton,India,Spicy Special Slims,2024-02-23,6682.34,139,48.07438848920864,2024,2
Madelene Upcott,Canada,Almond Choco,2024-08-22,8192.6,100,81.926,2024,8
Kaine Padly,USA,Peanut Butter Cubes,2024-02-16,7568.16,206,36.73864077669903,2024,2
Van Tuxwell,USA,50% Dark Bites,2024-01-13,10772.33,156,69.05339743589744,2024,1
Curtice Advani,Australia,Milk Bars,2024-02-14,7467.12,18,414.84,2024,2
Roddy Speechley,India,Eclairs,2024-06-10,4985.9,311,16.03183279742765,2024,6
Curtice Advani,India,Fruit & Nut Bars,2024-07-07,5693.6,177,32.16723163841808,2024,7
Curtice Advani,Canada,Almond Choco,2024-03-24,5879.1,75,78.388,2024,3
Brien Boise,Australia,Fruit & Nut Bars,2024-06-06,9771.93,22,444.1786363636364,2024,6
Dotty Strutley,Australia,Drinking Coco,2024-07-19,105.06,140,0.7504285714285714,2024,7
Beverie Moffet,USA,Raspberry Choco,2024-04-19,16414.69,80,205.18362499999998,2024,4
Marney O'Breen,India,85% Dark Bars,2024-07-19,2553.41,183,13.953060109289616,2024,7
Jehu Rudeforth,Canada,Drinking Coco,2024-07-15,473.99,25,18.959600000000002,2024,7
Ches Bonnell,New Zealand,Spicy Special Slims,2024-02-14,3873.98,19,203.89368421052632,2024,2
Brien Boise,Canada,99% Dark & Pure,2024-05-18,17718.25,430,41.205232558139535,2024,5
Barr Faughny,Australia,Fruit & Nut Bars,2024-06-30,16572.07,57,290.73807017543857,2024,6
